Name,Risk
" HONG KONG DELIGHT III, INC ",Risk 1 (High)
  SUBWAY   ,Risk 1 (High)
   YUMMY BUFFET  ,Risk 1 (High)
  HAIFA CAFE AND FIRE CHICKEN  ,Risk 1 (High)
   CHICAGO BULLS COLLEGE PREP ,Risk 1 (High)
 KAMEHACHI OF TOKYO  ,Risk 1 (High)
   HOWARD AREA COMMUNITY CENTER   ,Risk 1 (High)
  FLEXLI INC.  ,Risk 2 (Medium)
  BOHICA RESTAURANT ,Risk 1 (High)
  ACE ICRE  ,Risk 1 (High)
   JACKS  FAMOUS  WINGS  ,Risk 2 (Medium)
  AIDA FOOD & LIQUOR  ,Risk 3 (Low)
   POLLOS DON NENY ,Risk 1 (High)
   FOOD 4 LESS MIDWEST #789   ,Risk 1 (High)
 DAO THAI RESTRAUNT   ,Risk 1 (High)
 PANADERIA DON JUAN   ,Risk 3 (Low)
  PANADERIA DON JUAN ,Risk 3 (Low)
   PANADERIA DON JUAN  ,Risk 3 (Low)
 DUNKIN DONUTS/ BASKIN ROBBINS   ,Risk 2 (Medium)
  MASALA   GRILL ,Risk 1 (High)
 W CHICAGO CITY CENTER   ,Risk 1 (High)
  BREW & GROW   ,Risk 3 (Low)
 300 CONVENIENCE ,Risk 3 (Low)
  BLUE PLATE CATERING LTD.   ,Risk 1 (High)
  NELLIES  ,Risk 1 (High)
   SIXTY FIVE CHINESE RESTAURANT  ,Risk 1 (High)
" BAI CAFE, INC.  ",Risk 1 (High)
   KENTUCKY FRIED CHICKEN 521045  ,Risk 2 (Medium)
   FAIRWAY FOOD   ,Risk 2 (Medium)
" TONY'S FINER FOODS ENTERPRISES, INC.   ",Risk 1 (High)
   NUEVA ITALY ,Risk 1 (High)
   MARCY- NEWBERRY/AUSTIN TOWN HALL HEADSTART ,Risk 1 (High)
"   HAIFA MINI MART, INC.  ",Risk 3 (Low)
   CARNICERIA URUAPAN  ,Risk 3 (Low)
  CF CLARK ,Risk 3 (Low)
 COMMUNITY CARE OPERATOR ,Risk 1 (High)
  URBAN KITCHEN ,Risk 1 (High)
   RESURRECTION LUTHERAN SCHOOL  ,Risk 1 (High)
   SNAPPY CONVENIENCE CENTER #2  ,Risk 3 (Low)
  JEWELL @ 131 ,Risk 1 (High)
 BLUEPRINT CONVENIENCE ,Risk 2 (Medium)
 WHISPERS COFFEE & TEA  ,Risk 2 (Medium)
  UPTOWN TOBACCO & MINI MART ,Risk 3 (Low)
  Bradwell School of Excellence  ,Risk 1 (High)
 NEW EINSTEINS ACADEMY  ,Risk 1 (High)
  MID WEST GROCERIES   ,Risk 2 (Medium)
   URBAN INDIA RESTAURANT  ,Risk 1 (High)
 CARNICERIA LOS CUATES  ,Risk 1 (High)
   DUNKIN DONUTS/BASKIN ROBBINS  ,Risk 2 (Medium)
 SUBWAY 14641   ,Risk 1 (High)
 SAKURA TEPPANYAKI AND SUSHI ,Risk 1 (High)
 GRANDE NOODLES ,Risk 1 (High)
  DUNKIN DONUTS/BASKIN ROBBINS  ,Risk 2 (Medium)
  EMPIRE RESTAURANT  ,Risk 1 (High)
  BUFFET CASTLE   ,Risk 1 (High)
 FATHER & SON PIZZERIA LTD ,Risk 1 (High)
 WYNDHAM CHICAGO HOTEL ,Risk 1 (High)
   HAYMARKET CENTER   ,Risk 2 (Medium)
"   BISHOP GOLDEN STORE, INC. ",Risk 3 (Low)
   SEE THRU CHINESE KITCHEN #13 ,Risk 1 (High)
   FEAST AND THE GODDESS GOLD COAST  ,Risk 1 (High)
 MART ANTHONY  ,Risk 1 (High)
  THREE J'S BBQ & RESTAURANT ,Risk 1 (High)
  DAMENZO'S INC ,Risk 1 (High)
 WYNDHAM CHICAGO HOTEL  ,Risk 3 (Low)
 LITTLE CAESAR PIZZA #1729 ,Risk 2 (Medium)
 BARRIO URBAN TAQUERIA  ,Risk 1 (High)
   Phoenix Military   ,Risk 1 (High)
  WYNDHAM CHICAGO HOTEL  ,Risk 3 (Low)
 MC DONALD'S   ,Risk 2 (Medium)
 RUK SUSHI AND THAI   ,Risk 1 (High)
  PAPI'S TACOS  ,Risk 1 (High)
   BEVERLY COFFEE SHOP  ,Risk 2 (Medium)
 LONG TUNG CHINESE KITCHEN   ,Risk 1 (High)
 WYNDHAM CHICAGO HOTEL ,Risk 1 (High)
  PREMIUM PIZZA AND RESTAURANT INC.  ,Risk 1 (High)
  GUERREROS PIZZA INC   ,Risk 1 (High)
   ILLINOIS INSTITUTE OF ART INC  ,Risk 1 (High)
   PIZZA HUT ,Risk 2 (Medium)
   CAPT CURT'S BBQ SHAZZAM  ,Risk 1 (High)
 COLUMBUS PARK HEAD START ,Risk 1 (High)
 SUPER STAR & GYROS # 2 INC.  ,Risk 1 (High)
"  L & G CHICAGO STYLE, INC.  ",Risk 2 (Medium)
   SUGAR BLISS CAKE BOUTIQUE ,Risk 2 (Medium)
 JIANG'S KITCHEN INC.  ,Risk 1 (High)
 TAJ MAHAL  ,Risk 1 (High)
 63RD ST MAXWELL STREET ,Risk 1 (High)
  JIMS ORIGINAL J TOWN ,Risk 2 (Medium)
   CARIBOU COFFEE CO. INC.   ,Risk 2 (Medium)
   SEE THRU CHINESE RESTAURANT   ,Risk 1 (High)
 MANJARES AL EXPRESS  ,Risk 1 (High)
 PIRATES FISH & CHICKEN  ,Risk 2 (Medium)
  SUBWAY SANDWICH & SALAD  ,Risk 1 (High)
  KINGFISHER  RESTAURANT   ,Risk 1 (High)
   MELT  ,Risk 2 (Medium)
 BOSS BAR ,Risk 2 (Medium)
 SUPERIOR NUT & CANDY  CO.I INC.  ,Risk 3 (Low)
 EY CAFE ,Risk 1 (High)
   FIVE STAR CERTIFIED INC ,Risk 3 (Low)
  BLACK DOG GELATO   ,Risk 2 (Medium)
 GFC  ,Risk 2 (Medium)
  Chipotle Mexican Grill ,Risk 1 (High)
   CHINESE #1 KITCHEN ,Risk 1 (High)
  67TH FOOD MART   ,Risk 3 (Low)
 NORTHSIDE CAFE INC  ,Risk 1 (High)
 HAROLD'S CHICKEN SHACK #87   ,Risk 2 (Medium)
   MANNY'S EXPRESS MIDWAY ,Risk 2 (Medium)
   CRANE HIGH SCHOOL  ,Risk 1 (High)
  LORETTO HOSPITAL ,Risk 1 (High)
   UPTOWN LOUNGE  ,Risk 3 (Low)
   STARBUCKS COFFEE ,Risk 2 (Medium)
 GOLDEN THAI  ,Risk 1 (High)
 CHINESE #1 KITCHEN  ,Risk 1 (High)
  CHEF LUCIANO  ,Risk 1 (High)
  SPRIGS  ,Risk 2 (Medium)
 ABES MARKET  ,Risk 3 (Low)
 DELA LUZ SUPERMERCADO  ,Risk 1 (High)
  FRAN'S BEEF   ,Risk 1 (High)
 REDHOT RANCH ,Risk 2 (Medium)
 The Bridge Cafe ,Risk 2 (Medium)
   UPTOWN LOUNGE ,Risk 3 (Low)
  NUMBER 1 CHOP SUEY  ,Risk 1 (High)
   LET THEM EAT CAKE   ,Risk 2 (Medium)
  SUBWAY   ,Risk 1 (High)
   DOT COM   ,Risk 2 (Medium)
   NUTRITION STORE  ,Risk 2 (Medium)
 MCDONALD'S ,Risk 2 (Medium)
 SONNY'S DELI   ,Risk 1 (High)
  ALDEN NURSING CENTER WENTWORTH   ,Risk 1 (High)
  NEW DALEY'S RESTAURANT   ,Risk 1 (High)
   NORWEGIAN-AMERICIAN HOSPITAL ,Risk 1 (High)
  BABA PITA   ,Risk 1 (High)
 NORWEGIAN-AMERICIAN HOSPITAL  ,Risk 1 (High)
  ARGO TEA CAFE-TRIBUNE TOWER   ,Risk 1 (High)
  CIALES POULTRY MEATS & FISH   ,Risk 1 (High)
"   DISCOVERY DAYS LEARNING ACADEMY, INCORPORATED   ",Risk 1 (High)
 JOE'S BREAKFAST AND GRILL ,Risk 1 (High)
  ROCK & ROLL MCDONALDS  ,Risk 2 (Medium)
   FARM CITY MEAT MARKET   ,Risk 2 (Medium)
   POTBELLY SANDWICH WORKS LLC  ,Risk 1 (High)
 S & S BROTHERS USA INC.  ,Risk 3 (Low)
"  SHOP RITE FOOD MART, INC  ",Risk 2 (Medium)
  ENGLEWOOD CITGO  ,Risk 2 (Medium)
  SWEET STATION   ,Risk 1 (High)
  J V ENTERPRISES INC   ,Risk 1 (High)
   EL MORO LETRAN CHURROS & BAKERY ,Risk 2 (Medium)
   GOLO ,Risk 3 (Low)
  O'Keeffe   ,Risk 1 (High)
 PARK FOOD MART ,Risk 3 (Low)
 ALDEN NURSING CENTER PRINCETON   ,Risk 1 (High)
 DUKE'S CHICAGO BAR AND GRILL ,Risk 1 (High)
 INSPIRATION CORPORATION ,Risk 1 (High)
 POPEYES CHICKEN   ,Risk 1 (High)
" EL MERCADO BARATO,INC. ",Risk 3 (Low)
 KIDSMART CHILDCARE CENTER INC.   ,Risk 1 (High)
   Aldi's Foods Belmont  ,Risk 3 (Low)
 GT FISH & OYSTERS ,Risk 1 (High)
   FARM SUPERMARKET  ,Risk 2 (Medium)
  GREEN FOOD MART   ,Risk 3 (Low)
  POLLO EXPRESS ,Risk 1 (High)
   AMIGO'S DISCOUNT STORE  ,Risk 3 (Low)
  FILIPPO'S   ,Risk 1 (High)
   LOGAN QUICK MART   ,Risk 3 (Low)
  Z & S FOOD & LIQUOR  ,Risk 3 (Low)
   THE CHILDREN'S VILLAGE DAY CARE & KINDERGARTEN INC  ,Risk 1 (High)
   POPEYES CHICKEN ,Risk 1 (High)
   AU BON PAIN   ,Risk 1 (High)
   DUNKIN DONUTS   ,Risk 2 (Medium)
   DON GUACAMOLE'S RESTAURANT  ,Risk 1 (High)
   THE ORIGINAL GINO'S EAST  ,Risk 1 (High)
  UNCLE  NELL'S ,Risk 1 (High)
 SMALL WORLD INN   ,Risk 2 (Medium)
 FIESTA MEXICO ,Risk 1 (High)
"   HAROLDS II BAR AND GRILL, INC.  ",Risk 2 (Medium)
   MONTROSE BAPTIST CHURCH  ,Risk 1 (High)
   43RD ST. FOOD PANTRY  ,Risk 3 (Low)
  SMALL WORLD INN  ,Risk 2 (Medium)
 GSB CAFE   ,Risk 1 (High)
  CHEF FREDY   ,Risk 1 (High)
  FRANK FOOD #4 ,Risk 3 (Low)
 CHINA NIGHT CAFE ,Risk 1 (High)
  ROGER'S GROCERY STORE   ,Risk 3 (Low)
" WINDY CITY FOOD, INC   ",Risk 3 (Low)
  M & M  FOOD MART   ,Risk 3 (Low)
  SUPER STAR & GYROS # 2 INC.  ,Risk 1 (High)
  GINO'S EAST PIZZERIA   ,Risk 1 (High)
   M T DAIRY SERVICE   ,Risk 2 (Medium)
 MELT ,Risk 2 (Medium)
   CHUBBY WIENERS ,Risk 3 (Low)
"  SUPER LOW MEAT MARKET, INC.   ",Risk 2 (Medium)
"  CHICAGO FOOD MART, INC.   ",Risk 2 (Medium)
  CHUBBY WIENERS  ,Risk 2 (Medium)
 M & M  FOOD MART   ,Risk 3 (Low)
 THE FISHGUY MARKET  ,Risk 1 (High)
   TAQUERIA PONCILTAN #1 ,Risk 1 (High)
 BLACK SHEEP  ,Risk 1 (High)
   EDISON PARK LUTHERAN CHURCH ,Risk 3 (Low)
 LYMAN A BUDLONG ELEMENTARY ,Risk 1 (High)
   Gray ,Risk 1 (High)
  EL PARAIZO TERRENAL  ,Risk 2 (Medium)
 MONTESSORI LEARNING CENTER OF EDISON PARK INC.   ,Risk 1 (High)
   OLD COUNTRY BUFFET   ,Risk 1 (High)
 XSPORT FITNESS   ,Risk 2 (Medium)
 JOHN E'S ,Risk 1 (High)
   DOMINICK'S # 12/0012   ,Risk 1 (High)
   MY MOTHER'S KITCHEN  ,Risk 1 (High)
 SUBWAY SANDWICHES  ,Risk 1 (High)
 LU-LU'S INC  ,Risk 1 (High)
   CHIKIS PIZZA ,Risk 1 (High)
 JAIMITOS BURRITOS   ,Risk 1 (High)
 China Wok Restuarant  ,Risk 1 (High)
 WIN-WIN SEAFOOD WHOLESALE L L  ,Risk 3 (Low)
  IRISH AMERICAN HERITAGE CENTER   ,Risk 1 (High)
   NINEVEH GROCERY  ,Risk 2 (Medium)
   GSB CAFE   ,Risk 1 (High)
  SAN CHAE DOL SOT RESTAURANT   ,Risk 1 (High)
   GREEN FOOD MART ,Risk 3 (Low)
 WOW BAO   ,Risk 3 (Low)
   HEALING TEMPLE CHURCH OF GOD   ,Risk 1 (High)
 SALLIES LIQUORS   ,Risk 3 (Low)
 POMPEI   ,Risk 1 (High)
  THE FIRE PLACE INN  ,Risk 3 (Low)
 HACIENDA PUEBLO VIEJO  ,Risk 1 (High)
 CERMAK PRODUCE NO.4 ,Risk 1 (High)
  SUPER SUBMARINE  ,Risk 2 (Medium)
 QUEEN NEFERTITI CAFE INC.   ,Risk 3 (Low)
  BON MANGER / THE FRENCH MARKET CAFE  ,Risk 1 (High)
 THE FIRE PLACE INN   ,Risk 1 (High)
 KING TUT HOOKAH  ,Risk 1 (High)
  NICKY'S DRIVE - THRU   ,Risk 2 (Medium)
   THAI PASTRY AND RESTAURANT  ,Risk 1 (High)
   AMATOS PIZZA ,Risk 1 (High)
 KING TUT RESTAURANT  ,Risk 1 (High)
 AUTUMN GREEN AT MIDWAY VILLAGE ,Risk 1 (High)
   SHARIA  ,Risk 3 (Low)
  Irish American Heritage Center-Golden Diner ,Risk 1 (High)
  THE ORIGINAL MAXWELL STREET  ,Risk 2 (Medium)
 TAQUERIA EL CHARRO  ,Risk 1 (High)
 SWEET TARTS CHICKEN INC.  ,Risk 2 (Medium)
 OCEAN BUFFET   ,Risk 1 (High)
 LOGAN  SQUARE  KITCHEN   ,Risk 1 (High)
  LA CASCADA  ,Risk 1 (High)
  MCDONALD'S  ,Risk 2 (Medium)
  PETERSON PK HEALTH CARE CENTER   ,Risk 1 (High)
 SALVATION ARMY TEMPLE HEAD START   ,Risk 1 (High)
   Pita Grill ,Risk 1 (High)
  HARRY'S SANDWICH SHOP  ,Risk 1 (High)
 CHICKEN SHACK  ,Risk 2 (Medium)
   Gategourmet  ,Risk 1 (High)
 MARGARITA'S PIZZERIA ,Risk 1 (High)
  RADISSON BLU AQUA  ,Risk 1 (High)
   RADISSON BLU AQUA ,Risk 1 (High)
   79TH STREET BARBEQUE  ,Risk 1 (High)
 RADISSON BLU AQUA ,Risk 1 (High)
 BROWN SUGAR LOUNGE   ,Risk 3 (Low)
 RADISSON BLU AQUA   ,Risk 1 (High)
   RADISSON BLU AQUA   ,Risk 1 (High)
  PHOENIX RESTAURANT OF IL.L.L.C   ,Risk 1 (High)
   TASTE OF CHICAGO  ,Risk 1 (High)
   CHI'S JAC ROBINS   ,Risk 2 (Medium)
   GINO'S EAST PIZZERIA   ,Risk 1 (High)
   J J FISH & CHICKEN   ,Risk 2 (Medium)
  CLUB CAR INC  ,Risk 2 (Medium)
 WELLS STREET POPCORN  ,Risk 2 (Medium)
 CHICAGO'S BEST SUB  ,Risk 2 (Medium)
 TAZA  BAKERY   ,Risk 1 (High)
   AMIGO'S DISCOUNT STORE   ,Risk 3 (Low)
  TACO BURRITO KING   ,Risk 1 (High)
 SCHNEIDER  SENIOR  APARTMENT ,Risk 1 (High)
   A & D FOOD MARKET INC   ,Risk 2 (Medium)
 MERCADITO CHICAGO  ,Risk 1 (High)
  SUPER JIM'S   ,Risk 2 (Medium)
 FIESTA MEXICANA RESTAURANT  ,Risk 1 (High)
 UR INN   ,Risk 1 (High)
   MERCADITO CHICAGO  ,Risk 1 (High)
 FLAT TOP GRILL  ,Risk 1 (High)
  PECAN AND CHARLIE'S MOBILE CUPCAKERY LLC ,Risk 3 (Low)
  SHARKS FISH & CHICKEN   ,Risk 2 (Medium)
   UR CAFE  ,Risk 1 (High)
 Gategourmet ,Risk 1 (High)
   LATIN AMERICAN REST & LOUNGE ,Risk 1 (High)
   AFC SUSHI @ DOMINICKS 1100   ,Risk 1 (High)
   CAFE DALIGHT   ,Risk 2 (Medium)
   NORTHSIDE CAFE INC  ,Risk 1 (High)
   BILLY'S GYROS   ,Risk 1 (High)
   THE CHEESECAKE FACTORY   ,Risk 1 (High)
 ROSARIO CASTELLANOS ,Risk 1 (High)
 Bill's Pub ,Risk 3 (Low)
"  PINK'S CHILD CARE ACADEMY, LTD. ",Risk 1 (High)
"  LOCO SAVINGS, INC. ",Risk 3 (Low)
  GEORGIS CATERING   ,Risk 1 (High)
 BILLY'S GYROS   ,Risk 1 (High)
   KARYN'S ON GREEN   ,Risk 1 (High)
 MCDONALD'S #20104   ,Risk 2 (Medium)
  MERCADITO CHICAGO ,Risk 1 (High)
  DAT DONUT   ,Risk 1 (High)
   LE PARIS BAKERY   ,Risk 1 (High)
 N W INST CONTEMPORARY LEARNING ,Risk 1 (High)
   7-ELEVEN #20187   ,Risk 2 (Medium)
  ASPIRA HAUGAN  ,Risk 1 (High)
 Bronzeville Lighthouse ,Risk 1 (High)
   MAXWELL STREET GRILL  ,Risk 1 (High)
 LUBAVITCH MESIVTA OF CHICAGO ,Risk 1 (High)
  THE CHICAGO HIGH SCHOOL FOR THE ARTS  ,Risk 1 (High)
 NEW EINSTEINS ACADEMY  ,Risk 1 (High)
  ST. ETHELREDA SCHOOL   ,Risk 2 (Medium)
 MY MOTHER'S KITCHEN   ,Risk 1 (High)
   PINK'S CHILD CARE ACADEMY III   ,Risk 1 (High)
 FRANCISCO BONILLA ,Risk 2 (Medium)
   SAMMYS COUNTRY KITCHEN  ,Risk 1 (High)
   SUBWAY 10266  ,Risk 1 (High)
  SHARKS FAST FOOD   ,Risk 2 (Medium)
   FULLERTON RESTAURANT ,Risk 1 (High)
  POTBELLY SANDWICH WORKS LLC  ,Risk 1 (High)
   Municipal Foods ,Risk 2 (Medium)
  KIDSMART CHILDCARE CENTER INC.   ,Risk 1 (High)
   S. A. A. FOOD & LIQUORS ,Risk 3 (Low)
  MCDONALD'S ,Risk 2 (Medium)
  BEBOBA BUBBLE TEA HOUSE  ,Risk 3 (Low)
"  ALPHA GAS MART, INC  ",Risk 3 (Low)
 St. Elizabeth Elem. School  ,Risk 1 (High)
 DIAMANTE  AZUL  RESTAURANT   ,Risk 1 (High)
   ACE ICRE WOOD STREET   ,Risk 1 (High)
  EUREST DINING SERVICES  ,Risk 1 (High)
   BEN SALEM FOOD MARKET  ,Risk 2 (Medium)
   GOLDEN NUGGET   ,Risk 1 (High)
   O'CALLAGHAN'S ,Risk 1 (High)
 LA PROGRESSIVA PRE-SCHOOL  ,Risk 1 (High)
  JEWEL FOOD STORE #3181   ,Risk 1 (High)
   Le Colonial   ,Risk 1 (High)
  BEEZZEE ,Risk 1 (High)
  MARATHON ,Risk 3 (Low)
   LITTLE ACHIEVERS ACADEMY  ,Risk 1 (High)
  POPEYES/GOLD COAST DOGS  ,Risk 1 (High)
 SUPER STAR & GYROS # 2 INC. ,Risk 1 (High)
 BABA CASH & CARRY   ,Risk 3 (Low)
  VICTOR'S PIZZERIA  ,Risk 1 (High)
  HILTON O'HARE ,Risk 1 (High)
 VICTOR'S PIZZARIA ,Risk 1 (High)
  ACE ICRE   ,Risk 1 (High)
   HAROLDS 57  ,Risk 2 (Medium)
   AL'S BEEF  ,Risk 2 (Medium)
 GRAHAM ELLIOT ,Risk 1 (High)
   EXCELSIOR GARDEN   ,Risk 1 (High)
 TASTY HOUSE ll ,Risk 1 (High)
   JOE'S SHRIMP HOUSE & GRILL   ,Risk 1 (High)
  PRESENCE OUR LADY OF THE RESURRECTION ,Risk 1 (High)
  KIKKA-SOUTH LOOP ,Risk 1 (High)
"  J&K FAST FOOD GROUP, INC  ",Risk 2 (Medium)
 THE LEARNING TREE II   ,Risk 1 (High)
  LA PERLA MIXTECA RESTAURANT  ,Risk 1 (High)
  THE LEARNING TREE II ,Risk 1 (High)
 TASTY HOUSE RESTAURANT   ,Risk 3 (Low)
  TASTY HOUSE II ,Risk 3 (Low)
 TASTY HOUSE II  ,Risk 1 (High)
  DOS DIABLOS  ,Risk 1 (High)
   EZ FOOD MART ,Risk 2 (Medium)
   Roscoe Village Market  ,Risk 3 (Low)
  FULLERTON PULASKI INCORPORATED  ,Risk 3 (Low)
  BIG BUNS AND PITA CORPORATION  ,Risk 1 (High)
   MONTERREY BAKERY ,Risk 2 (Medium)
 FULLERTON PULASKI SHELL   ,Risk 3 (Low)
   SILK ROAD LASALLE  ,Risk 1 (High)
  A & J GROCERY ,Risk 3 (Low)
   VAPIANO   ,Risk 1 (High)
   RAEKWON'S SCHOLASTIC DAYCARE ACADEMY LLC ,Risk 1 (High)
 ORBIT   ,Risk 2 (Medium)
"  New Grand Chinese Kitchen, Inc.  ",Risk 1 (High)
  D'GIGIO'S PIZZERIA ,Risk 1 (High)
  CARNICERIA Y FRUTERIA  ,Risk 1 (High)
 MAKKI FAST FOOD AND GRILL  ,Risk 1 (High)
 WHOLE FOODS MARKET ,Risk 1 (High)
 SELECT   ,Risk 1 (High)
  LEE'S WOK ,Risk 1 (High)
 HOT SPOT   ,Risk 2 (Medium)
   2 SPARROWS ,Risk 1 (High)
 Mitchell ,Risk 1 (High)
   SHERATON CHICAGO HOTEL & TOWER ,Risk 1 (High)
 CARNICERIA LA AZTECA ,Risk 1 (High)
   2 SPARROWS   ,Risk 1 (High)
   BEN PAO  ,Risk 1 (High)
  NEW CHINA BUFFET ENTERPRISES  ,Risk 1 (High)
  S. F. BURGER  ,Risk 1 (High)
 AFC SUSHI @STRACK & VAN TIL #4   ,Risk 1 (High)
  THE NEW VALOIS REST INC   ,Risk 1 (High)
 SHERATON CHICAGO HOTEL/TOWERS ,Risk 1 (High)
"   HAROLD'S ON WABASH,INC.   ",Risk 2 (Medium)
   CURRY CATERING ,Risk 3 (Low)
 STRACK & VAN TIL ,Risk 1 (High)
 GRAND FOOD & LIQUOR MART   ,Risk 2 (Medium)
  PINKS CHILD CARE ACADEMY  II ,Risk 1 (High)
"   THE HUT FISH & CHICKEN, INC. ",Risk 2 (Medium)
 LITTLE CAESARS PIZZA   ,Risk 2 (Medium)
   PINKYS RESTAURANT  ,Risk 1 (High)
   NORTHSTAR COFFEE  ,Risk 2 (Medium)
   DIVERSEY DAY CARE CENTER & KINDERGARTEN ,Risk 1 (High)
   ASPIRA EARLY COLLEGE ,Risk 2 (Medium)
 LA CONCHA ,Risk 2 (Medium)
 GOLDEN PACIFIC MARKET LLC  ,Risk 3 (Low)
  PANADERIA DON JUAN  ,Risk 2 (Medium)
  INTERNATIONAL VILLAGE  ,Risk 1 (High)
  Rudolph   ,Risk 1 (High)
   CHURCH'S CHICKEN # 982   ,Risk 2 (Medium)
"  SUPER LOW MEAT MARKET, INC.   ",Risk 2 (Medium)
 Jones Academy High School  ,Risk 1 (High)
 SUBWAY SANDWICHES   ,Risk 1 (High)
 ANTONIA PANTOJA H.S.   ,Risk 3 (Low)
 SAM'S FOOD  ,Risk 2 (Medium)
 SIBLINGS  ,Risk 3 (Low)
" PIZZERIA MILAN, INCORPORATED ",Risk 1 (High)
   TRINITY RESOURES UNLIMITED  ,Risk 1 (High)
 RONNY'S ORIGINAL STEAK HOUSE   ,Risk 1 (High)
 KMART #3594   ,Risk 2 (Medium)
   SUGAR BLISS CAKE BOUTIQUE ,Risk 2 (Medium)
   CHARM CAFE & PUB   ,Risk 1 (High)
  MAYFAIR MARATHON INC ,Risk 1 (High)
   POPEYE'S CHICKEN  ,Risk 2 (Medium)
 TRINIDAD HEAD START  ,Risk 1 (High)
  PASTELERIA EL NUEVO MUNDO  ,Risk 2 (Medium)
  PANERA BREAD #987 ,Risk 1 (High)
 VIDA SALUDABLE   ,Risk 2 (Medium)
 Gompers  ,Risk 1 (High)
 LOOMIS FOOD MARKET  ,Risk 2 (Medium)
   THE BURGER POINT  ,Risk 1 (High)
  GAS CITY   ,Risk 2 (Medium)
   SAKURA TEPPANYAKI AND SUSHI   ,Risk 1 (High)
" SHOP RITE FOOD MART, INC   ",Risk 2 (Medium)
  SM FISH AND CHICKEN # 2  ,Risk 2 (Medium)
   SUBWAY ,Risk 1 (High)
 DUNKIN DONUTS  ,Risk 2 (Medium)
  POPEYES ,Risk 1 (High)
" TONY'S FINER FOODS ENTERPRISES, INC.  ",Risk 1 (High)
   GOD'S LITTLE HELPER INC. DAYCARE ,Risk 1 (High)
"  BISHOP GOLDEN STORE, INC.  ",Risk 3 (Low)
  YUMMY BUFFET   ,Risk 1 (High)
   POCKETS  ,Risk 1 (High)
 TECALITLAN ,Risk 1 (High)
  MANDARIN KITCHEN  ,Risk 1 (High)
"  AMERICAN KIDZ ACADEMY,LLC-W   ",Risk 1 (High)
 PATHWAYS TO LEARNING ,Risk 1 (High)
 WOODEN SPOON I LLC  ,Risk 1 (High)
 CHRISTOPHER HOUSE ,Risk 1 (High)
  KAMDAR PLAZA INC ,Risk 1 (High)
  NEW  JEANNY'S RESTAURANT INC   ,Risk 1 (High)
  DOUGLASS-TUBMAN YOUTH MINISTRI   ,Risk 1 (High)
   DUNKIN DONUTS   ,Risk 2 (Medium)
  GARRETT'S POPCORN SHOPS ,Risk 2 (Medium)
   LA BAGUETTE BAKERY  ,Risk 1 (High)
  BURGER KING #1455  ,Risk 2 (Medium)
   BOSS BAR   ,Risk 2 (Medium)
   EL MAMEY LOUNGE  ,Risk 3 (Low)
   THIRD WORLD CAFE  ,Risk 2 (Medium)
 GALA BANQUETS   ,Risk 1 (High)
   O'HARE GASLIGHT CLUB  ,Risk 1 (High)
   MARIANO'S FRESH MARKET #8503  ,Risk 1 (High)
 MEXICO CANDIES & FOOD   ,Risk 3 (Low)
  STRICKLY RIBIZ   ,Risk 1 (High)
  PATHWAYS TO LEARNING CHILD CARE ,Risk 1 (High)
   LOS GIRASOLES   ,Risk 1 (High)
"   ARAMARK EDUCATIONAL SERVICES, LLC   ",Risk 3 (Low)
   EL MORO LETRAN CHURROS & BAKERY   ,Risk 2 (Medium)
  CHURCH'S CHICKEN # 1315 ,Risk 2 (Medium)
   PERFECT BEGINNINGS CHILD DEVELOPMENT CENTER   ,Risk 1 (High)
  PERFECT BEGINNINGS CHILD DEVELOPMENT CENTER   ,Risk 1 (High)
 THE LUTHERAN DAY NURSERY   ,Risk 1 (High)
  CAI  ,Risk 1 (High)
   KANELA CAFE  ,Risk 1 (High)
   OAKLEY EXPRESS  ,Risk 2 (Medium)
 KANELA CAFE   ,Risk 1 (High)
 MCCORMICK PLACE - SOUTH BUILDING - SAVOR  ,Risk 1 (High)
   HOPE CHILD DEVELOPMENT CENTER  ,Risk 1 (High)
  MCCORMICK PLACE - NORTH BUILDING   ,Risk 1 (High)
  FIRST CONGREGATIONAL CHURCH OF  ,Risk 1 (High)
 MCCORMICK PLACE- LAKESIDE CENTER- SAVOR   ,Risk 1 (High)
 EL PUEBLITO #5  ,Risk 1 (High)
  LOS PINOS  ,Risk 1 (High)
 MCCORMICK PLACE - WEST BUILDING  - SAVOR   ,Risk 1 (High)
 MCCORMICK PLACE - WEST BUILDING  - SAVOR   ,Risk 1 (High)
 HANABI JAPANESE RESTAURANT  ,Risk 1 (High)
 TRANSPORTATION CENTER ,Risk 2 (Medium)
 LORETTO HOSPITAL   ,Risk 1 (High)
   PENNY PANTRY   ,Risk 2 (Medium)
   EUREST DINING SERVICES ,Risk 1 (High)
  CHIPPER PRE-SCHOOL/KINDERGARTEN   ,Risk 1 (High)
  CHIPPER PRE-SCHOOL/KINDERGARTEN   ,Risk 1 (High)
  DOLLAR Y MAS  ,Risk 3 (Low)
  WESCOTT ELEMENTARY SCHOOL   ,Risk 1 (High)
  AFC SUSHI @ JEWEL OSCO # 2940   ,Risk 1 (High)
   CROWN ROOM   ,Risk 3 (Low)
  CHILDREN'S LEARNING PLACE  ,Risk 1 (High)
 WILLIAM G. HIBBARD ELEMENTARY SCHOOL ,Risk 1 (High)
  EUREST DINING SERVICES AT CAFE 300  ,Risk 1 (High)
